listing_id,creation_date,location_of_seller,brand,model_name,model_year,engine_displacement,license_rank,kilometrage,amount_of_owners,color,listed_price,active,last_seen,brand_model_name,model_count,model_rank
72962162,2025-01-27,jerusalem area and surroundings,Yamaha,MT-07 TRACER,2023,700,A,15000,2,red,45000.0,1,2025-04-02,Yamaha MT-07 TRACER,31,15
73766443,2025-03-29,hod hasharon and surroundings,Yamaha,MT-07 TRACER,2023,700,A1,22000,2,Metallic gray,45000.0,1,2025-04-04,Yamaha MT-07 TRACER,31,15
74174860,2025-01-08,tel aviv,Yamaha,MT-07 TRACER,2022,700,A,25000,2,gray,39000.0,1,2025-04-04,Yamaha MT-07 TRACER,31,15
75564796,2025-03-30,ramat gan givataim,Yamaha,MT-07 TRACER,2018,700,A1,57500,3,blue,26500.0,1,2025-04-04,Yamaha MT-07 TRACER,31,15
77210805,2025-02-23,ramat gan givataim,Yamaha,MT-07 TRACER,2024,700,A1,3780,1,Metallic Silver,57800.0,1,2025-04-04,Yamaha MT-07 TRACER,31,15
77542095,2025-02-23,nes tziona rehovot,Yamaha,MT-07 TRACER,2022,700,A1,37000,2,gray,0.0,1,2025-04-04,Yamaha MT-07 TRACER,31,15
82863545,2025-03-06,haifa,Yamaha,MT-07 TRACER,2018,700,A,50000,4,blue,32000.0,1,2025-04-04,Yamaha MT-07 TRACER,31,15
83767583,2025-02-07,bikat ono,Yamaha,MT-07 TRACER,2018,700,A1,80000,2,blue,23000.0,1,2025-04-04,Yamaha MT-07 TRACER,31,15
86045414,2025-04-02,raanana kfar saba,Yamaha,MT-07 TRACER,2021,700,A1,25563,3,gray,38500.0,1,2025-04-04,Yamaha MT-07 TRACER,31,15
88334832,2025-02-20,hod hasharon and surroundings,Yamaha,MT-07 TRACER,2021,700,A,35000,1,black,42000.0,1,2025-04-04,Yamaha MT-07 TRACER,31,15
93657142,2025-03-24,tel aviv,Yamaha,MT-07 TRACER,2023,700,A1,21200,2,gray,50000.0,1,2025-04-02,Yamaha MT-07 TRACER,31,15
98851512,2025-03-25,ashdod askelon,Yamaha,MT-07 TRACER,2024,700,A,12800,1,black,52000.0,1,2025-04-02,Yamaha MT-07 TRACER,31,15
41500134,2025-01-21,hagolan,KTM,Adventure,2020,400,A1,19500,2,orange,22000.0,1,2025-04-04,KTM Adventure,29,16
44802773,2025-01-08,holon bat yam,KTM,Adventure,2019,800,A,79000,2,orange,31000.0,1,2025-04-04,KTM Adventure,29,16
46378243,2025-01-11,emek ayalon,KTM,Adventure,2022,400,A1,25500,4,orange,17900.0,1,2025-04-04,KTM Adventure,29,16
46956153,2024-12-25,ramat hasharon herzeliya,KTM,Adventure,2009,1000,A,73000,2,white,40000.0,1,2025-04-04,KTM Adventure,29,16
48605631,2025-01-15,ashdod askelon,KTM,Adventure,2020,1100,A,45000,3,orange,0.0,1,2025-04-04,KTM Adventure,29,16
49570391,2024-10-20,beit shemesh and surroundings,KTM,Adventure,2022,880,A1,21000,2,orange,55000.0,1,2025-04-04,KTM Adventure,29,16
51481694,2025-02-10,haifa,KTM,Adventure,2016,1300,A,100000,3,gray,0.0,1,2025-04-04,KTM Adventure,29,16
53126081,2024-12-14,galil low,KTM,Adventure,2019,800,A1,36000,2,Ivory White,27500.0,1,2025-04-04,KTM Adventure,29,16
54349171,2024-11-15,cesaria and surroundings,KTM,Adventure,2022,250,A1,19000,3,black,20000.0,1,2025-04-04,KTM Adventure,29,16
61272701,2025-02-04,petah tikva area,KTM,Adventure,2023,400,A1,23000,3,orange,30000.0,1,2025-04-04,KTM Adventure,29,16
65436531,2025-03-18,jerusalem area and surroundings,KTM,Adventure,2024,800,A,3500,1,black,65000.0,1,2025-04-04,KTM Adventure,29,16
67165422,2024-09-23,eilat and arava,KTM,Adventure,2022,400,A1,19500,1,orange,25000.0,1,2025-04-04,KTM Adventure,29,16
69386151,2025-01-09,petah tikva area,KTM,Adventure,2021,1300,A,40000,1,Grey mouse,85000.0,1,2025-04-04,KTM Adventure,29,16
71253158,2025-01-28,negev west,KTM,Adventure,2016,1100,A1,116000,5,orange,0.0,1,2025-04-04,KTM Adventure,29,16
72088569,2024-12-01,hadera area,KTM,Adventure,2022,1300,A,12000,1,orange,98000.0,1,2025-04-04,KTM Adventure,29,16
72867027,2025-01-17,beer sheva area,KTM,Adventure,2016,1300,A,100000,3,white,33500.0,1,2025-04-04,KTM Adventure,29,16
74701534,2024-11-28,ramat menashe,KTM,Adventure,2021,900,A,26000,2,orange,60000.0,1,2025-04-04,KTM Adventure,29,16
79192160,2025-02-06,modiin and surroundings,KTM,Adventure,2021,400,A1,25000,1,orange,22000.0,1,2025-04-04,KTM Adventure,29,16
79806487,2024-11-11,haifa,KTM,Adventure,2023,880,A,11500,1,orange,68900.0,1,2025-04-04,KTM Adventure,29,16
82171145,2024-10-05,hod hasharon and surroundings,KTM,Adventure,2023,900,A,8000,1,orange,82000.0,1,2025-04-04,KTM Adventure,29,16
82689769,2025-02-17,gedera and surroundings,KTM,Adventure,2016,1100,A1,140000,6,orange,26500.0,1,2025-04-04,KTM Adventure,29,16
82757836,2025-02-05,hadera area,KTM,Adventure,2021,800,A,32000,3,orange,48000.0,1,2025-04-04,KTM Adventure,29,16
83984072,2025-02-12,beer sheva area,KTM,Adventure,2016,500,A1,3000,2,black,0.0,1,2025-04-04,KTM Adventure,29,16
84584730,2025-01-08,ramat hasharon herzeliya,KTM,Adventure,2021,900,A,22000,1,orange,85000.0,1,2025-04-04,KTM Adventure,29,16
85222581,2025-02-07,galil low,KTM,Adventure,2020,400,A1,24000,3,black,16000.0,1,2025-04-04,KTM Adventure,29,16
85289679,2025-01-26,sharon north,KTM,Adventure,2022,1300,A,26000,1,orange,100000.0,1,2025-04-04,KTM Adventure,29,16
86943384,2025-02-07,afula and valleys,KTM,Adventure,2013,85,A1,0,2,orange,0.0,1,2025-04-04,KTM Adventure,29,16
87087715,2024-08-10,sharon north,KTM,Adventure,2018,1300,A,29000,1,orange,69000.0,1,2025-04-04,KTM Adventure,29,16
87913819,2024-12-06,hod hasharon and surroundings,KTM,Adventure,2022,1300,A,0,1,orange,0.0,1,2025-04-04,KTM Adventure,29,16
43661520,2025-03-20,beer sheva area,KTM,Enduro EXC 300,2018,300,A1,0,5,white,32000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
47462303,2025-02-02,tel aviv,KTM,Enduro EXC 300,2023,300,A1,135,1,orange,0.0,1,2025-04-04,KTM Enduro EXC 300,29,16
51228868,2025-01-08,afula and valleys,KTM,Enduro EXC 300,2021,300,A1,0,3,orange,38000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
53157992,2025-02-12,petah tikva area,KTM,Enduro EXC 300,2021,300,A1,170,2,white,44000.0,1,2025-04-02,KTM Enduro EXC 300,29,16
56468315,2025-03-31,netanya,KTM,Enduro EXC 300,2023,300,A1,144,1,white,48000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
56764533,2025-02-27,netanya,KTM,Enduro EXC 300,2024,300,A1,150,1,orange,60000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
57504668,2025-02-27,beit shemesh and surroundings,KTM,Enduro EXC 300,2012,300,A1,33000,6,orange,16000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
59714217,2025-02-25,nesher and krayot,KTM,Enduro EXC 300,2018,300,A1,0,4,orange,28000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
61814673,2024-10-31,tel aviv,KTM,Enduro EXC 300,2020,300,A1,1600,4,orange,35000.0,1,2025-04-02,KTM Enduro EXC 300,29,16
62250875,2025-01-05,petah tikva area,KTM,Enduro EXC 300,2025,300,A1,0,0,red,51000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
62514729,2025-02-11,upper galilee,KTM,Enduro EXC 300,2021,300,A1,1,2,orange,45000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
64761476,2025-03-12,nazareth shfaram area,KTM,Enduro EXC 300,2023,300,A1,0,1,orange,51000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
65476408,2025-02-11,rosh pina hachola,KTM,Enduro EXC 300,2021,300,A1,145,2,orange,47000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
69151887,2023-09-28,hod hasharon and surroundings,KTM,Enduro EXC 300,2022,300,A1,137,2,orange,45000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
72842534,2025-01-05,petah tikva area,KTM,Enduro EXC 300,2025,300,A1,0,0,white,44000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
73847685,2025-01-20,negev west,KTM,Enduro EXC 300,2021,300,A1,20600,2,black,38000.0,1,2025-04-02,KTM Enduro EXC 300,29,16
74700531,2025-03-12,jerusalem area and surroundings,KTM,Enduro EXC 300,2015,300,A1,400,1,orange,21000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
75086352,2025-03-29,afula and valleys,KTM,Enduro EXC 300,2023,300,A1,0,1,orange,46000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
76621951,2024-10-30,beer sheva area,KTM,Enduro EXC 300,2022,300,A1,1400,1,orange,48000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
78276171,2024-12-26,bikat hayarden north dead sea,KTM,Enduro EXC 300,2021,300,A1,1000,2,orange,38000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
78397598,2025-02-24,nazareth shfaram area,KTM,Enduro EXC 300,2020,300,A1,0,4,orange,32000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
78864950,2025-02-06,upper galilee,KTM,Enduro EXC 300,2021,300,A1,0,2,black,37000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
79617689,2024-03-14,rosh pina hachola,KTM,Enduro EXC 300,2021,300,A1,1300,2,orange,0.0,1,2025-04-04,KTM Enduro EXC 300,29,16
81614797,2025-04-03,petah tikva area,KTM,Enduro EXC 300,2021,300,A1,180,2,white,39000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
84805751,2025-03-11,nazareth shfaram area,KTM,Enduro EXC 300,2022,300,A1,0,4,orange,43000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
87191332,2025-03-22,negev west,KTM,Enduro EXC 300,2021,300,A1,2900,2,orange,31000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
87242702,2024-11-24,nazareth shfaram area,KTM,Enduro EXC 300,2018,300,A1,290,6,white,30000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
88774953,2025-04-01,sharon north,KTM,Enduro EXC 300,2022,300,A1,30,2,yellow,59000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
94047997,2025-03-13,tel aviv,KTM,Enduro EXC 300,2024,300,A1,37,1,orange,66000.0,1,2025-04-04,KTM Enduro EXC 300,29,16
41181824,2025-04-04,beer sheva area,Honda,CBR500R,2024,500,A1,8200,1,gray,40000.0,1,2025-04-04,Honda CBR500R,29,16
42257734,2025-03-29,upper galilee,Honda,CBR500R,2014,500,A1,83225,6,gray,17000.0,1,2025-04-04,Honda CBR500R,29,16
42928827,2025-02-25,tel aviv,Honda,CBR500R,2018,500,A1,62958,4,orange,20500.0,1,2025-04-04,Honda CBR500R,29,16
43264266,2025-03-30,sharon north,Honda,CBR500R,2024,500,A1,5500,1,red,42000.0,1,2025-04-04,Honda CBR500R,29,16
44141725,2025-03-16,hagolan,Honda,CBR500R,2017,500,A1,63000,6,white,0.0,1,2025-04-04,Honda CBR500R,29,16
44966536,2025-02-09,ashdod askelon,Honda,CBR500R,2022,500,A1,41000,1,black,32000.0,1,2025-04-04,Honda CBR500R,29,16
45141686,2025-01-29,haifa,Honda,CBR500R,2024,500,A1,11000,2,Red Metallic,39000.0,1,2025-04-04,Honda CBR500R,29,16
46391901,2025-03-03,sharon north,Honda,CBR500R,2016,500,A1,37000,3,red,20000.0,1,2025-04-04,Honda CBR500R,29,16
51240481,2025-02-11,upper galilee,Honda,CBR500R,2020,500,A1,32800,3,red,30000.0,1,2025-04-04,Honda CBR500R,29,16
56051181,2025-03-15,raanana kfar saba,Honda,CBR500R,2020,500,A1,42200,3,black,26900.0,1,2025-04-04,Honda CBR500R,29,16
59208754,2025-04-03,tel aviv,Honda,CBR500R,2019,500,A1,41000,6,red,26000.0,1,2025-04-04,Honda CBR500R,29,16
59358067,2025-03-31,beer sheva area,Honda,CBR500R,2024,500,A1,6300,2,Black Metallic,40000.0,1,2025-04-04,Honda CBR500R,29,16
59821083,2025-01-13,bikat ono,Honda,CBR500R,2024,500,A1,22000,1,black,39500.0,1,2025-04-04,Honda CBR500R,29,16
61746690,2025-02-27,upper galilee,Honda,CBR500R,2015,500,A1,83000,7,red,17000.0,1,2025-04-04,Honda CBR500R,29,16
64922596,2025-03-25,tel aviv,Honda,CBR500R,2016,500,A1,69000,5,white,19000.0,1,2025-04-04,Honda CBR500R,29,16
66397044,2025-02-28,rosh haaien and surroundings,Honda,CBR500R,2024,500,A1,3800,2,red,41500.0,1,2025-04-04,Honda CBR500R,29,16
68397696,2025-02-05,petah tikva area,Honda,CBR500R,2022,500,A1,23000,2,Pearl White,36500.0,1,2025-04-04,Honda CBR500R,29,16
73335214,2025-03-18,akko and naharyya area,Honda,CBR500R,2014,500,A1,45000,9,red,13000.0,1,2025-04-04,Honda CBR500R,29,16
75542721,2025-01-31,upper galilee,Honda,CBR500R,2015,500,A1,0,9,red,15000.0,1,2025-04-04,Honda CBR500R,29,16
78077107,2025-03-28,sharon north,Honda,CBR500R,2018,500,A1,65000,5,black,20000.0,1,2025-04-04,Honda CBR500R,29,16
78542892,2025-03-29,bnei brak givat shmuel,Honda,CBR500R,2015,500,A1,73000,3,red,14900.0,1,2025-04-02,Honda CBR500R,29,16
81964159,2025-03-12,rosh haaien and surroundings,Honda,CBR500R,2018,500,A1,48000,3,red,24500.0,1,2025-04-04,Honda CBR500R,29,16
84186895,2025-03-05,afula and valleys,Honda,CBR500R,2024,500,A1,2100,1,red,42000.0,1,2025-04-04,Honda CBR500R,29,16
84529103,2025-03-01,ariel yehuda area,Honda,CBR500R,2024,500,A1,18000,1,Black Metallic,0.0,1,2025-04-04,Honda CBR500R,29,16
85101844,2025-01-18,hadera area,Honda,CBR500R,2016,500,A1,35000,5,white,20000.0,1,2025-04-04,Honda CBR500R,29,16
86598509,2025-04-02,netanya,Honda,CBR500R,2015,500,A1,60000,3,white,0.0,1,2025-04-02,Honda CBR500R,29,16
87421863,2025-03-27,carmiel area,Honda,CBR500R,2016,500,A1,52500,7,black,0.0,1,2025-04-04,Honda CBR500R,29,16
88039625,2025-03-17,jerusalem area and surroundings,Honda,CBR500R,2017,500,A1,25000,5,red,20000.0,1,2025-04-04,Honda CBR500R,29,16
88706131,2025-01-21,nazareth shfaram area,Honda,CBR500R,2021,500,A1,23000,2,black,30000.0,1,2025-04-04,Honda CBR500R,29,16
42033031,2024-11-23,akko and naharyya area,Yamaha,MT-10,2021,1000,A,36000,4,blue,0.0,1,2025-04-04,Yamaha MT-10,29,16
42365662,2024-09-10,tel aviv,Yamaha,MT-10,2024,1000,A,0,1,Metallic gray,0.0,1,2025-04-04,Yamaha MT-10,29,16
42499354,2025-03-22,akko and naharyya area,Yamaha,MT-10,2021,1000,A,22000,1,Metallic gray,79999.0,1,2025-04-04,Yamaha MT-10,29,16
42969850,2025-03-03,afula and valleys,Yamaha,MT-10,2021,1000,A,0,3,blue,80000.0,1,2025-04-04,Yamaha MT-10,29,16
44409855,2025-03-27,holon bat yam,Yamaha,MT-10,2019,1000,A,42000,6,black,51900.0,1,2025-04-02,Yamaha MT-10,29,16
48795723,2025-03-16,akko and naharyya area,Yamaha,MT-10,2022,1000,A,12000,1,black,0.0,1,2025-04-04,Yamaha MT-10,29,16
48978050,2025-03-23,petah tikva area,Yamaha,MT-10,2018,1000,A,45000,3,Metallic gray,46000.0,1,2025-04-04,Yamaha MT-10,29,16
53232113,2025-04-01,tel aviv,Yamaha,MT-10,2019,1000,A,68000,5,black,55000.0,1,2025-04-04,Yamaha MT-10,29,16
54369370,2025-01-25,rishon leziion area,Yamaha,MT-10,2021,1000,A,30000,3,white,69000.0,1,2025-04-04,Yamaha MT-10,29,16
59488872,2025-01-27,zichron and hof hacarmel,Yamaha,MT-10,2018,1000,A,55000,5,black,48000.0,1,2025-04-04,Yamaha MT-10,29,16
66885813,2024-12-14,jerusalem area and surroundings,Yamaha,MT-10,2019,1000,A,33000,5,White Metallic,60000.0,1,2025-04-04,Yamaha MT-10,29,16
69384613,2024-09-19,raanana kfar saba,Yamaha,MT-10,2020,1000,A,38000,4,Silver,69000.0,1,2025-04-04,Yamaha MT-10,29,16
69955072,2025-03-03,jerusalem area and surroundings,Yamaha,MT-10,2016,1000,A,70000,5,gray,0.0,1,2025-04-04,Yamaha MT-10,29,16
71570960,2025-03-19,ashdod askelon,Yamaha,MT-10,2023,1000,A,6100,3,blue,86000.0,1,2025-04-04,Yamaha MT-10,29,16
72401699,2024-11-05,holon bat yam,Yamaha,MT-10,2019,1000,A,63000,1,blue,50000.0,1,2025-04-04,Yamaha MT-10,29,16
74811880,2025-03-30,afula and valleys,Yamaha,MT-10,2024,1000,A,15500,1,black,93000.0,1,2025-04-04,Yamaha MT-10,29,16
74837071,2025-04-02,tel aviv,Yamaha,MT-10,2022,1000,A,16900,1,black,75000.0,1,2025-04-04,Yamaha MT-10,29,16
77588419,2025-01-15,hadera area,Yamaha,MT-10,2024,1000,A,1800,1,black,86900.0,1,2025-04-04,Yamaha MT-10,29,16
77796480,2025-03-29,jerusalem area and surroundings,Yamaha,MT-10,2021,1000,A,16500,1,black,80000.0,1,2025-04-04,Yamaha MT-10,29,16
78785115,2024-09-25,petah tikva area,Yamaha,MT-10,2018,1000,A,56000,4,black,48000.0,1,2025-04-04,Yamaha MT-10,29,16
79828233,2025-04-03,shoam area,Yamaha,MT-10,2023,1000,A,8500,2,blue,82500.0,1,2025-04-04,Yamaha MT-10,29,16
79988417,2025-01-20,haifa,Yamaha,MT-10,2024,1000,A,7500,1,black,92000.0,1,2025-04-04,Yamaha MT-10,29,16
82655312,2025-02-11,haifa,Yamaha,MT-10,2024,1000,A,2500,1,Black Metallic,93000.0,1,2025-04-04,Yamaha MT-10,29,16
82952055,2025-03-21,raanana kfar saba,Yamaha,MT-10,2023,1000,A,16000,2,blue,0.0,1,2025-04-04,Yamaha MT-10,29,16
83074112,2024-02-23,hod hasharon and surroundings,Yamaha,MT-10,2023,1000,A,30000,1,gray,85000.0,1,2025-04-04,Yamaha MT-10,29,16
85131903,2025-02-18,sharon north,Yamaha,MT-10,2023,1000,A,25000,1,gray,77000.0,1,2025-04-04,Yamaha MT-10,29,16
85750745,2024-12-07,ashdod askelon,Yamaha,MT-10,2020,1000,A,8000,3,black,72000.0,1,2025-04-04,Yamaha MT-10,29,16
88298197,2025-03-04,tel aviv,Yamaha,MT-10,2024,1000,A,1300,1,Black Metallic,88997.0,1,2025-04-04,Yamaha MT-10,29,16
91744268,2025-03-25,ramat gan givataim,Yamaha,MT-10,2020,1000,A,50000,1,Blue Metallic,54990.0,1,2025-04-04,Yamaha MT-10,29,16
42853075,2025-02-25,jerusalem area and surroundings,Honda,ADV 750 H,2022,750,A1,28000,2,gray,60000.0,1,2025-04-04,Honda ADV 750 H,28,17
45203393,2025-03-03,tel aviv,Honda,ADV 750 H,2021,750,A1,9680,2,black,62000.0,1,2025-04-02,Honda ADV 750 H,28,17
47737264,2025-03-10,ramat gan givataim,Honda,ADV 750 H,2024,750,A,5900,1,gray,73500.0,1,2025-04-04,Honda ADV 750 H,28,17
49148661,2025-02-25,sharon north,Honda,ADV 750 H,2024,750,A,13000,1,gray,0.0,1,2025-04-04,Honda ADV 750 H,28,17
52815214,2025-04-01,beit shemesh and surroundings,Honda,ADV 750 H,2021,750,A,39000,6,black,55000.0,1,2025-04-04,Honda ADV 750 H,28,17
52824084,2025-01-23,raanana kfar saba,Honda,ADV 750 H,2020,750,A1,95000,1,gray,42000.0,1,2025-04-04,Honda ADV 750 H,28,17
55020498,2025-02-09,holon bat yam,Honda,ADV 750 H,2020,750,A1,69000,2,gray,43000.0,1,2025-04-04,Honda ADV 750 H,28,17
56690963,2025-03-18,tel aviv,Honda,ADV 750 H,2021,750,A1,29980,1,gray,57700.0,1,2025-04-04,Honda ADV 750 H,28,17
57540333,2025-01-06,petah tikva area,Honda,ADV 750 H,2024,750,A1,1400,1,Black Metallic,79000.0,1,2025-04-04,Honda ADV 750 H,28,17
58352428,2025-01-28,hadera area,Honda,ADV 750 H,2023,750,A1,8500,1,gray,69000.0,1,2025-04-04,Honda ADV 750 H,28,17
61311521,2025-02-25,netanya,Honda,ADV 750 H,2023,750,A1,19000,1,Grey mouse,70000.0,1,2025-04-04,Honda ADV 750 H,28,17
61488612,2025-04-01,hod hasharon and surroundings,Honda,ADV 750 H,2024,750,A,5700,2,Grey mouse,75000.0,1,2025-04-04,Honda ADV 750 H,28,17
63293824,2025-01-11,rishon leziion area,Honda,ADV 750 H,2018,750,A,87000,2,red,27000.0,1,2025-04-04,Honda ADV 750 H,28,17
63891785,2025-03-03,tel aviv,Honda,ADV 750 H,2022,750,A,58000,2,red,52000.0,1,2025-04-04,Honda ADV 750 H,28,17
64374835,2024-07-31,holon bat yam,Honda,ADV 750 H,2019,750,A1,34000,2,gray,42000.0,1,2025-04-04,Honda ADV 750 H,28,17
66087774,2025-01-29,petah tikva area,Honda,ADV 750 H,2017,750,A,42000,6,gray,0.0,1,2025-04-04,Honda ADV 750 H,28,17
69553671,2025-03-18,ramat hasharon herzeliya,Honda,ADV 750 H,2022,750,A1,19000,2,black,59000.0,1,2025-04-04,Honda ADV 750 H,28,17
69985177,2025-01-15,afula and valleys,Honda,ADV 750 H,2021,750,A,17000,1,gray,55000.0,1,2025-04-04,Honda ADV 750 H,28,17
71779302,2025-01-05,holon bat yam,Honda,ADV 750 H,2022,750,A,28000,2,gray,0.0,1,2025-04-04,Honda ADV 750 H,28,17
72276332,2025-04-03,hod hasharon and surroundings,Honda,ADV 750 H,2022,750,A,6000,1,gray,0.0,1,2025-04-04,Honda ADV 750 H,28,17
74015722,2025-01-29,ramat gan givataim,Honda,ADV 750 H,2022,750,A,12500,1,red,65000.0,1,2025-04-04,Honda ADV 750 H,28,17
74122878,2025-01-28,jerusalem area and surroundings,Honda,ADV 750 H,2023,750,A,11000,1,white,72000.0,1,2025-04-04,Honda ADV 750 H,28,17
78757381,2025-01-24,hadera area,Honda,ADV 750 H,2018,750,A,48000,2,red,44000.0,1,2025-04-04,Honda ADV 750 H,28,17
78951871,2025-03-13,modiin and surroundings,Honda,ADV 750 H,2021,750,A,43000,1,Metallic gray,50000.0,1,2025-04-04,Honda ADV 750 H,28,17
79148319,2025-01-06,tel aviv,Honda,ADV 750 H,2022,750,A,7000,1,gray,63000.0,1,2025-04-04,Honda ADV 750 H,28,17
82875135,2025-02-06,ramat gan givataim,Honda,ADV 750 H,2023,750,A1,6800,1,Black Metallic,73000.0,1,2025-04-04,Honda ADV 750 H,28,17
84385520,2025-04-03,tel aviv,Honda,ADV 750 H,2023,750,A,20200,1,black,0.0,1,2025-04-04,Honda ADV 750 H,28,17
85017104,2025-02-07,hadera area,Honda,ADV 750 H,2019,750,A1,62000,1,white,45000.0,1,2025-04-04,Honda ADV 750 H,28,17
41830975,2025-01-20,haifa,Other,general,2024,1800,A,550,1,white,7900.0,1,2025-04-04,Other general,27,18
42391693,2025-02-03,afula and valleys,Other,general,2021,125,A2,100,2,red,9500.0,1,2025-04-04,Other general,27,18
44709220,2025-02-20,hagolan,Other,general,2020,150,A1,0,2,white,9000.0,1,2025-04-04,Other general,27,18
46462362,2024-11-10,yokneam tivon area,Other,general,2014,350,A1,0,6,orange,0.0,1,2025-04-04,Other general,27,18
46639450,2024-06-18,negev west,Other,general,2021,200,A1,0,1,white,13500.0,1,2025-04-04,Other general,27,18
48360714,2025-01-08,ramat menashe,Other,general,2021,650,A,0,2,black,18000.0,1,2025-04-04,Other general,27,18
51411923,2025-01-28,rishon leziion area,Other,general,2020,300,A1,32000,2,black,19000.0,1,2025-04-04,Other general,27,18
52153000,2025-01-11,hagolan,Other,general,2022,150,A1,0,1,red,11000.0,1,2025-04-04,Other general,27,18
55899611,2025-02-12,bnei brak givat shmuel,Other,general,2024,600,A,0,1,black,0.0,1,2025-04-04,Other general,27,18
57454245,2025-03-16,rishon leziion area,Other,general,2017,250,A1,12000,6,orange,16700.0,1,2025-04-04,Other general,27,18
57603549,2025-02-19,hagolan,Other,general,2024,125,A2,990,1,Ivory White,17900.0,1,2025-04-04,Other general,27,18
61647518,2025-03-11,raanana kfar saba,Other,general,2015,250,A1,6500,3,black,7700.0,1,2025-04-04,Other general,27,18
63784452,2025-02-05,hadera area,Other,general,2020,125,A2,9000,2,red,0.0,1,2025-04-04,Other general,27,18
65420838,2025-02-21,upper galilee,Other,general,2018,250,A1,0,2,blue,23000.0,1,2025-04-04,Other general,27,18
65822689,2025-03-29,beer sheva area,Other,general,2019,150,A1,444000,2,black,1000.0,1,2025-04-04,Other general,27,18
66239935,2025-03-13,haifa,Other,general,2019,700,A1,55000,4,white,24900.0,1,2025-04-04,Other general,27,18
66674432,2025-03-27,hod hasharon and surroundings,Other,general,2023,50,A2,2400,1,red,22000.0,1,2025-04-04,Other general,27,18
67630074,2025-01-03,ariel yehuda area,Other,general,2024,125,A2,4500,1,black,22000.0,1,2025-04-04,Other general,27,18
73194414,2024-04-30,zichron and hof hacarmel,Other,general,2018,125,A2,2500,1,white,40000.0,1,2025-04-04,Other general,27,18
74084397,2025-02-21,carmiel area,Other,general,2024,50,A2,2485,2,black,20000.0,1,2025-04-04,Other general,27,18
75147497,2025-01-17,negev west,Other,general,2013,50,A2,0,2,red,0.0,1,2025-04-04,Other general,27,18
75160956,2025-02-24,carmiel area,Other,general,2024,125,A2,2400,1,black,18000.0,1,2025-04-04,Other general,27,18
76362811,2025-01-30,nes tziona rehovot,Other,general,2021,300,A1,18000,2,gray,8000.0,1,2025-04-04,Other general,27,18
85972811,2025-01-12,holon bat yam,Other,general,2022,300,A1,5400,2,Bordeaux,5800.0,1,2025-04-04,Other general,27,18
86113341,2025-03-30,jerusalem area and surroundings,Other,general,2017,250,A1,35000,1,white,12000.0,1,2025-04-04,Other general,27,18
88121285,2025-02-20,carmiel area,Other,general,2024,125,A2,2400,1,gray,0.0,1,2025-04-04,Other general,27,18
99093698,2025-03-03,tel aviv,Other,general,2024,700,A1,0,1,white,55000.0,1,2025-04-04,Other general,27,18
41754354,2025-03-22,ashdod askelon,KTM,Duke,2023,350,A1,6000,1,white,0.0,1,2025-04-04,KTM Duke,26,19
44756125,2025-04-04,tel aviv,KTM,Duke,2021,125,A2,12000,3,orange,14500.0,1,2025-04-04,KTM Duke,26,19
45874603,2025-02-22,ariel yehuda area,KTM,Duke,2021,125,A2,10000,2,black,14500.0,1,2025-04-04,KTM Duke,26,19
47531297,2024-12-29,hadera area,KTM,Duke,2020,400,A1,38000,7,orange,13000.0,1,2025-04-04,KTM Duke,26,19
47841394,2025-02-11,hagolan,KTM,Duke,2017,200,A1,11900,2,orange,10000.0,1,2025-04-04,KTM Duke,26,19
48710616,2024-09-11,haifa,KTM,Duke,2017,125,A2,33000,2,orange,7999.0,1,2025-04-04,KTM Duke,26,19
52706471,2025-01-25,nesher and krayot,KTM,Duke,2022,400,A1,14900,3,orange,22500.0,1,2025-04-04,KTM Duke,26,19
53044321,2025-02-05,hod hasharon and surroundings,KTM,Duke,2019,1300,A,29500,4,orange,55000.0,1,2025-04-04,KTM Duke,26,19
53138441,2025-03-19,holon bat yam,KTM,Duke,2021,900,A,28000,1,orange,43000.0,1,2025-04-04,KTM Duke,26,19
56001729,2025-03-20,nesher and krayot,KTM,Duke,2018,125,A2,33000,9,black,9000.0,1,2025-04-04,KTM Duke,26,19
